"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,193
"2",2,1,169,2,193
"3",3,1,257,2,193
"4",4,1,344,2,193
"5",5,1,432,2,193
"6",6,1,520,2,193
"7",7,81,602,2,193
"8",8,83,4.5,2,193
"9",9,86.7,17.1,2,193
"10",10,89.7142857142857,3.5,2,193
"11",11,92.7692307692308,16.4615384615385,2,193
"12",12,95.6666666666667,3.5,2,193
"13",13,97,16,2,193
"14",14,97,21,2,193
"15",15,101.6875,3.625,2,193
"16",16,101.7,17.1,2,193
"17",17,107.571428571429,16.2857142857143,2,193
"18",18,106,3.5,2,193
"19",19,112.692307692308,3.38461538461538,2.15384615384615,193
"20",20,112,16,2,193
"21",21,112,21,2,193
"22",22,116.826086956522,17.7608695652174,2.02173913043478,193
"23",23,117,3.5,2,193
"24",24,122,3.04545454545455,2,193
"25",25,122.808823529412,17.5882352941176,1.94117647058824,193
"26",26,128.75,3.375,2,193
"27",27,169,602,2,193
"28",28,225.231671554252,285.807917888563,2.41055718475073,193
"29",29,257,602,2,193
"30",30,345,602,2,193
"31",31,432,602,2,193
"32",32,520,602,2,193
"33",33,608,602,2,193
