"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,175
"2",2,1,169,2,175
"3",3,1,257,2,175
"4",4,1,344,2,175
"5",5,1,432,2,175
"6",6,1,520,2,175
"7",7,81,602,2,175
"8",8,83,4.5,2,175
"9",9,86.7,17.1,2,175
"10",10,89.7142857142857,3.5,2,175
"11",11,92.7692307692308,16.4615384615385,2,175
"12",12,95.6666666666667,3.5,2,175
"13",13,97,16,2,175
"14",14,97,21,2,175
"15",15,101.6875,3.625,2,175
"16",16,101.7,17.1,2,175
"17",17,107.571428571429,16.2857142857143,2,175
"18",18,106,3.5,2,175
"19",19,112.692307692308,3.38461538461538,2.15384615384615,175
"20",20,112,16,2,175
"21",21,112,21,2,175
"22",22,116.698113207547,17.6981132075472,2,175
"23",23,117,3.5,2,175
"24",24,122,3.04545454545455,2,175
"25",25,122.7,17.1,2,175
"26",26,128.75,3.375,2,175
"27",27,169,602,2,175
"28",28,259.783050847458,305.145762711864,2.40338983050847,175
"29",29,257,602,2,175
"30",30,345,602,2,175
"31",31,432,602,2,175
"32",32,520,602,2,175
"33",33,608,602,2,175
