"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,126
"2",2,1,169,2,126
"3",3,1,257,2,126
"4",4,1,344,2,126
"5",5,1,432,2,126
"6",6,1,520,2,126
"7",7,81,602,2,126
"8",8,83,4.5,2,126
"9",9,86.7,17.1,2,126
"10",10,89.7142857142857,3.5,2,126
"11",11,92.7692307692308,16.4615384615385,2,126
"12",12,95.6666666666667,3.5,2,126
"13",13,97,16,2,126
"14",14,97,21,2,126
"15",15,101.6875,3.625,2,126
"16",16,101.7,17.1,2,126
"17",17,107.272727272727,17.2727272727273,2,126
"18",18,106,3.5,2,126
"19",19,112.692307692308,3.38461538461538,2.15384615384615,126
"20",20,112,16,2,126
"21",21,112,21,2,126
"22",22,116.826086956522,17.7608695652174,2.02173913043478,126
"23",23,117,3.5,2,126
"24",24,122,3.04545454545455,2,126
"25",25,122.647058823529,17.7647058823529,2,126
"26",26,128.75,3.375,2,126
"27",27,169,602,2,126
"28",28,257,602,2,126
"29",29,339.099462365591,221.422043010753,2.45161290322581,126
"30",30,345.287848605578,253.438247011952,2.47908366533865,126
"31",31,345,602,2,126
"32",32,351.019230769231,228.865384615385,1.78846153846154,126
"33",33,432,602,2,126
"34",34,520,602,2,126
"35",35,608,602,2,126
