"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,68
"2",2,1,169,2,68
"3",3,1,257,2,68
"4",4,1,344,2,68
"5",5,1,432,2,68
"6",6,1,520,2,68
"7",7,81,602,2,68
"8",8,83,4.5,2,68
"9",9,86.7,17.1,2,68
"10",10,89.7142857142857,3.5,2,68
"11",11,92.7692307692308,16.4615384615385,2,68
"12",12,95.6666666666667,3.5,2,68
"13",13,97,16,2,68
"14",14,97,21,2,68
"15",15,101.6875,3.625,2,68
"16",16,101.7,17.1,2,68
"17",17,106,3.5,2,68
"18",18,107.5,15.8823529411765,1.97058823529412,68
"19",19,107.2,20.8,2,68
"20",20,112.692307692308,3.38461538461538,2.15384615384615,68
"21",21,112,16,2,68
"22",22,112,21,2,68
"23",23,116.8,17.7333333333333,2,68
"24",24,117,3.5,2,68
"25",25,122,3.04545454545455,2,68
"26",26,123.01724137931,17.7758620689655,1.98275862068966,68
"27",27,128.75,3.375,2,68
"28",28,169,602,2,68
"29",29,257,602,2,68
"30",30,345,602,2,68
"31",31,441.399764150943,79.1674528301887,2.4752358490566,68
"32",32,432,602,2,68
"33",33,455.962264150943,77.9811320754717,1.81132075471698,68
"34",34,520,602,2,68
"35",35,608,602,2,68
