"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,113
"2",2,1,169,2,113
"3",3,1,257,2,113
"4",4,1,344,2,113
"5",5,1,432,2,113
"6",6,1,520,2,113
"7",7,81,602,2,113
"8",8,83,4.5,2,113
"9",9,86.7,17.1,2,113
"10",10,89.7142857142857,3.5,2,113
"11",11,92.7692307692308,16.4615384615385,2,113
"12",12,95.6666666666667,3.5,2,113
"13",13,97,16,2,113
"14",14,97,21,2,113
"15",15,101.6875,3.625,2,113
"16",16,101.7,17.1,2,113
"17",17,107.272727272727,17.2727272727273,2,113
"18",18,106,3.5,2,113
"19",19,112.692307692308,3.38461538461538,2.15384615384615,113
"20",20,112,16,2,113
"21",21,112,21,2,113
"22",22,116.7,17.1,2,113
"23",23,117,3.5,2,113
"24",24,122,3.04545454545455,2,113
"25",25,122.677419354839,17.5,1.98387096774194,113
"26",26,128.75,3.375,2,113
"27",27,169,602,2,113
"28",28,257,602,2,113
"29",29,345,602,2,113
"30",30,354.017399267399,208.267399267399,2.47252747252747,113
"31",31,369.055555555556,194.981481481481,1.83333333333333,113
"32",32,432,602,2,113
"33",33,520,602,2,113
"34",34,608,602,2,113
