"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,166
"2",2,1,169,2,166
"3",3,1,257,2,166
"4",4,1,344,2,166
"5",5,1,432,2,166
"6",6,1,520,2,166
"7",7,81,602,2,166
"8",8,83,4.5,2,166
"9",9,86.7,17.1,2,166
"10",10,89.7142857142857,3.5,2,166
"11",11,92.7692307692308,16.4615384615385,2,166
"12",12,95.6666666666667,3.5,2,166
"13",13,97,16,2,166
"14",14,97,21,2,166
"15",15,101.6875,3.625,2,166
"16",16,101.7,17.1,2,166
"17",17,107.571428571429,16.2857142857143,2,166
"18",18,106,3.5,2,166
"19",19,112.692307692308,3.38461538461538,2.15384615384615,166
"20",20,112,16,2,166
"21",21,112,21,2,166
"22",22,116.7,17.1,2,166
"23",23,117,3.5,2,166
"24",24,122,3.04545454545455,2,166
"25",25,122.6,17.7,1.98,166
"26",26,128.75,3.375,2,166
"27",27,169,602,2,166
"28",28,257,602,2,166
"29",29,279.954098360656,294.026229508197,2.40983606557377,166
"30",30,345,602,2,166
"31",31,432,602,2,166
"32",32,520,602,2,166
"33",33,608,602,2,166
