"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,183
"2",2,1,169,2,183
"3",3,1,257,2,183
"4",4,1,344,2,183
"5",5,1,432,2,183
"6",6,1,520,2,183
"7",7,81,602,2,183
"8",8,83,4.5,2,183
"9",9,86.7,17.1,2,183
"10",10,89.7142857142857,3.5,2,183
"11",11,92.7692307692308,16.4615384615385,2,183
"12",12,95.6666666666667,3.5,2,183
"13",13,97,16,2,183
"14",14,97,21,2,183
"15",15,101.6875,3.625,2,183
"16",16,101.7,17.1,2,183
"17",17,107.571428571429,16.2857142857143,2,183
"18",18,106,3.5,2,183
"19",19,112.692307692308,3.38461538461538,2.15384615384615,183
"20",20,112,16,2,183
"21",21,112,21,2,183
"22",22,116.722222222222,17.6666666666667,2,183
"23",23,117,3.5,2,183
"24",24,122,3.04545454545455,2,183
"25",25,122.714285714286,17.4761904761905,2,183
"26",26,128.75,3.375,2,183
"27",27,169,602,2,183
"28",28,246.37459807074,294.610932475884,2.41157556270096,183
"29",29,257,602,2,183
"30",30,345,602,2,183
"31",31,432,602,2,183
"32",32,520,602,2,183
"33",33,608,602,2,183
