"","X","Centroid_1","Centroid_2","Centroid_3","Time"
"1",1,1,81,2,29
"2",2,1,169,2,29
"3",3,1,257,2,29
"4",4,1,344,2,29
"5",5,1,432,2,29
"6",6,1,520,2,29
"7",7,81,602,2,29
"8",8,83,4.5,2,29
"9",9,86.7,17.1,2,29
"10",10,89.7142857142857,3.5,2,29
"11",11,92.7692307692308,16.4615384615385,2,29
"12",12,95.6666666666667,3.5,2,29
"13",13,97,16,2,29
"14",14,97,21,2,29
"15",15,101.6875,3.625,2,29
"16",16,101.7,17.1,2,29
"17",17,106,3.5,2,29
"18",18,108.089285714286,17.6607142857143,1.98214285714286,29
"19",19,112.692307692308,3.38461538461538,2.15384615384615,29
"20",20,112,16,2,29
"21",21,112,21,2,29
"22",22,116.2,15.5,2,29
"23",23,116.2,20.8,2,29
"24",24,117,3.5,2,29
"25",25,118.5,19,2,29
"26",26,122,3.04545454545455,2,29
"27",27,122.2,15.5,2,29
"28",28,122.2,20.8,2,29
"29",29,125,19,2,29
"30",30,128.75,3.375,2,29
"31",31,169,602,2,29
"32",32,257,602,2,29
"33",33,299.037735849057,280,1.81132075471698,29
"34",34,345,602,2,29
"35",35,402.077419354839,75.5032258064516,2.47096774193548,29
"36",36,413.982206405694,92.6725978647687,2.44128113879004,29
"37",37,416.538226299694,126.868501529052,2.45871559633028,29
"38",38,419,109.0625,2.3875,29
"39",39,423.470149253731,138.559701492537,2.43283582089552,29
"40",40,428.961038961039,98,2.44155844155844,29
"41",41,432.987951807229,121.951807228916,2.33734939759036,29
"42",42,435.454545454545,139.441558441558,2.44155844155844,29
"43",43,432,602,2,29
"44",44,448.963414634146,174.926829268293,2.35365853658537,29
"45",45,453.295566502463,230.325123152709,2.44827586206897,29
"46",46,451.451388888889,187.888888888889,2.41666666666667,29
"47",47,454.025,213.9625,2.3875,29
"48",48,452.04,203.013333333333,2.48,29
"49",49,520,602,2,29
"50",50,608,602,2,29
"51",51,126,11,2.5,29
