Centroid_1,Centroid_2,Centroid_3
1,81,2
1,169,2
1,257,2
1,344,2
1,432,2
1,520,2
81,602,2
83,4.5,2
86.7,17.1,2
89.7142857142857,3.5,2
92.7692307692308,16.4615384615385,2
95.6666666666667,3.5,2
97,16,2
97,21,2
101.6875,3.625,2
101.7,17.1,2
107.272727272727,17.2727272727273,2
106,3.5,2
112.692307692308,3.38461538461538,2.15384615384615
112,16,2
112,21,2
120.155963302752,17.6697247706422,2.00917431192661
117,3.5,2
122,3.04545454545455,2
128.75,3.375,2
169,602,2
257,602,2
331.988764044944,224.455056179775,2.43258426966292
345.59383033419,260.866323907455,2.47686375321337
345,602,2
355.962264150943,252,1.81132075471698
432,602,2
520,602,2
608,602,2
