Centroid_1,Centroid_2,Centroid_3
1,81,2
1,169,2
1,257,2
1,344,2
1,432,2
1,520,2
81,602,2
83,4.5,2
86.7,17.1,2
89.7142857142857,3.5,2
92.7692307692308,16.4615384615385,2
95.6666666666667,3.5,2
97,16,2
97,21,2
101.6875,3.625,2
101.7,17.1,2
106,3.5,2
108.089285714286,17.6607142857143,1.98214285714286
112.692307692308,3.38461538461538,2.15384615384615
112,16,2
112,21,2
116.2,15.5,2
116.2,20.8,2
117,3.5,2
118.5,19,2
122,3.04545454545455,2
123.047619047619,17.4761904761905,2
128.75,3.375,2
169,602,2
257,602,2
289.960784313725,284,1.76470588235294
345,602,2
402.077419354839,75.5032258064516,2.47096774193548
415.910256410256,94.8621794871795,2.42307692307692
416.466876971609,127.015772870662,2.45741324921136
419,109.0625,2.3875
423.470149253731,138.559701492537,2.43283582089552
428.961538461538,96.9871794871795,2.42307692307692
432.929411764706,121.929411764706,2.30588235294118
435.454545454545,139.441558441558,2.44155844155844
432,602,2
449.024691358025,177.024691358025,2.37037037037037
453.222222222222,230.538647342995,2.45652173913043
451.556390977444,187.526315789474,2.44360902255639
452.038961038961,203.909090909091,2.44155844155844
453.93023255814,215.046511627907,2.2906976744186
520,602,2
608,602,2
