Centroid_1,Centroid_2,Centroid_3
1,81,2
1,169,2
1,257,2
1,344,2
1,432,2
1,520,2
81,602,2
83,4.5,2
86.7,17.1,2
89.7142857142857,3.5,2
92.7692307692308,16.4615384615385,2
95.6666666666667,3.5,2
97,16,2
97,21,2
101.6875,3.625,2
101.7,17.1,2
106,3.5,2
107.5,15.8823529411765,1.97058823529412
107.2,20.8,2
112.692307692308,3.38461538461538,2.15384615384615
112,16,2
112,21,2
116.722222222222,17.6666666666667,2
117,3.5,2
122,3.04545454545455,2
122.5,17.5,2
128.75,3.375,2
169,602,2
257,602,2
345,602,2
421.102564102564,73.0769230769231,2.42307692307692
432,602,2
467.49217221135,61.5978473581213,2.46477495107632
466.226573426573,87.7804195804196,2.46853146853147
457.924050632911,101.898734177215,2.40506329113924
477,124,1.83333333333333
520,602,2
608,602,2
